sample_id,study_name,study_subset,environment,sample,groupby,group,T,pH,O2_umol_L,Eh,Eh7,Bacteria_Zc,Archaea_Zc
SRR6760379,SRM+19,NA,Groundwater,G9,Land Use,Agriculture,NA,6.61,134.07,149.2,126.13,-0.149143,NA
SRR6760380,SRM+19,NA,Groundwater,G10,Land Use,Community,NA,6.94,103.75,12.4,8.85,-0.163888,NA
SRR6760388,SRM+19,NA,Groundwater,G11,Land Use,Community,NA,6.72,108.75,38.3,21.74,-0.15591,NA
SRR6760389,SRM+19,NA,Groundwater,G12,Land Use,Landfill,NA,7.28,0,-380.7,-364.14,-0.173409,NA
SRR6760386,SRM+19,NA,Groundwater,G13,Land Use,Landfill,NA,7.07,98.44,153.5,157.64,-0.162336,NA
SRR6760387,SRM+19,NA,Groundwater,G14,Land Use,Landfill,NA,7.3,138.44,149.3,167.05,-0.159,NA
SRR6760384,SRM+19,NA,Groundwater,G15,Land Use,Landfill,NA,3.53,180.01,424.5,219.23,-0.157407,NA
SRR6760385,SRM+19,NA,Groundwater,G16,Land Use,Community,NA,7.1,243.76,182.8,188.72,-0.158173,NA
SRR6760382,SRM+19,NA,Groundwater,G17,Land Use,Community,NA,7.5,125,138.4,167.98,-0.156666,NA
SRR6760383,SRM+19,NA,Groundwater,G18,Land Use,Community,NA,6.7,135.63,161.8,144.05,-0.161405,NA
SRR6760381,SRM+19,NA,Groundwater,G19,Land Use,Mine,NA,7.4,101.88,-49.5,-25.84,-0.162079,NA
SRR7775194,APV+20,NA,Groundwater,Canal.Feb,Type,Canal,20.54,8.93,0,-379.4,-266.94,-0.199268,NA
SRR7775192,APV+20,NA,Groundwater,Canal.May,Type,Canal,22.92,6.73,0,-44.2,-60.06,-0.194607,NA
SRR7775193,APV+20,NA,Groundwater,Canal.Aug,Type,Canal,21.36,6.92,0,-45.5,-50.17,-0.180784,NA
SRR7775190,APV+20,NA,Groundwater,Canal.Oct,Type,Canal,21.52,7.69,0,-67,-26.66,-0.167491,NA
SRR7775189,APV+20,NA,Groundwater,Canal.Nov,Type,Canal,21.42,7.1,0,-46.2,-40.36,-0.200821,NA
SRR7775191,APV+20,NA,Groundwater,Canal.Jan,Type,Canal,17.44,7.8,0,-34.8,11.32,-0.194852,NA
SRR7775188,APV+20,NA,Groundwater,Piezometer.Feb,Type,Piezometer,17.77,6.89,57.5,75.1,68.75,-0.146611,NA
SRR7775186,APV+20,NA,Groundwater,Piezometer.May,Type,Piezometer,20.56,7.27,122.19,218,233.73,-0.158983,NA
SRR7775187,APV+20,NA,Groundwater,Piezometer.Aug,Type,Piezometer,18.46,7.11,134.38,167.5,173.86,-0.151426,NA
SRR7775182,APV+20,NA,Groundwater,Piezometer.Oct,Type,Piezometer,18.68,7.17,101.88,213,222.84,-0.158011,-0.187275
SRR7775181,APV+20,NA,Groundwater,Piezometer.Nov,Type,Piezometer,18.24,7.1,92.5,176.5,182.28,-0.164351,-0.163426
SRR7775185,APV+20,NA,Groundwater,Piezometer.Jan,Type,Piezometer,18.32,7.06,70,118.8,122.27,-0.150262,-0.196843
SRR7775184,APV+20,NA,Groundwater,Well.Feb,Type,Well,19.24,6.44,12.5,87.6,55.11,-0.162264,-0.192176
SRR7775173,APV+20,NA,Groundwater,Well.May,Type,Well,20.15,7.4,108.13,149,172.28,-0.161421,-0.194666
SRR7775183,APV+20,NA,Groundwater,Well.Aug,Type,Well,18.91,7.08,118.75,190.6,195.24,-0.164504,-0.195399
SRR7775171,APV+20,NA,Groundwater,Well.Oct,Type,Well,19.63,7.08,79.38,219.3,223.95,-0.163921,-0.195733
SRR7775172,APV+20,NA,Groundwater,Well.Nov,Type,Well,19.02,7.1,79.38,164.5,170.3,-0.165866,-0.191964
SRR7775174,APV+20,NA,Groundwater,Well.Jan,Type,Well,19.5,7.08,121.57,141.2,145.85,-0.164409,-0.196831
SRR7775180,APV+20,NA,Groundwater,Spring.Feb,Type,Spring,20.15,6.81,87.19,107,95.94,-0.158831,NA
SRR7775178,APV+20,NA,Groundwater,Spring.May,Type,Spring,20.22,7.22,162.51,179.8,192.61,-0.158506,NA
SRR7775179,APV+20,NA,Groundwater,Spring.Aug,Type,Spring,19.04,7.22,150.63,199,211.75,-0.167179,-0.197006
SRR7775176,APV+20,NA,Groundwater,Spring.Oct,Type,Spring,19.76,7.2,108.13,191.1,202.72,-0.159476,NA
SRR7775175,APV+20,NA,Groundwater,Spring.Nov,Type,Spring,19.62,7.25,97.5,157,171.52,-0.159061,NA
SRR7775177,APV+20,NA,Groundwater,Spring.Jan,Type,Spring,18.42,7.16,151.26,161.5,170.76,-0.15601,-0.195637
ERR3374440,YHK+20,NA,Groundwater,H13_PNK087,Location,Upper Hillslope,8.13,7.4,321.89,410.8,433.12,-0.168588,NA
ERR3374441,YHK+20,NA,Groundwater,H14_PNK066,Location,Upper Hillslope,7.86,7,9.38,420.8,420.8,-0.171339,NA
ERR3374442,YHK+20,NA,Groundwater,H14_PNK072,Location,Upper Hillslope,7.86,7,9.38,420.8,420.8,-0.177894,NA
ERR3374443,YHK+20,NA,Groundwater,H14_PNK075,Location,Upper Hillslope,7.86,7,9.38,420.8,420.8,-0.177396,NA
ERR3374444,YHK+20,NA,Groundwater,H14_PNK081,Location,Upper Hillslope,7.86,7,9.38,420.8,420.8,-0.168911,NA
ERR3374445,YHK+20,NA,Groundwater,H14_PNK087,Location,Upper Hillslope,7.86,7,9.38,420.8,420.8,-0.165826,NA
ERR3374446,YHK+20,NA,Groundwater,H31_PNK078,Location,Middle Slope,9.31,7.3,206.26,367.7,384.51,-0.159094,NA
ERR3374448,YHK+20,NA,Groundwater,H32_PNK072,Location,Middle Slope,9.26,7.3,71.88,379.5,396.31,-0.173153,NA
ERR3374449,YHK+20,NA,Groundwater,H32_PNK084,Location,Middle Slope,9.26,7.3,71.88,379.5,396.31,-0.176446,NA
ERR3374450,YHK+20,NA,Groundwater,H32_PNK087,Location,Middle Slope,9.26,7.3,71.88,379.5,396.31,-0.177052,NA
ERR3374452,YHK+20,NA,Groundwater,H41_PNK072,Location,Middle Slope,9.25,7.3,150.01,416.4,433.21,-0.156481,NA
ERR3374453,YHK+20,NA,Groundwater,H41_PNK075,Location,Middle Slope,9.25,7.3,150.01,416.4,433.21,-0.165482,NA
ERR3374454,YHK+20,NA,Groundwater,H41_PNK084,Location,Middle Slope,9.25,7.3,150.01,416.4,433.21,-0.169276,NA
ERR3374455,YHK+20,NA,Groundwater,H41_PNK087,Location,Middle Slope,9.25,7.3,150.01,416.4,433.21,-0.16677,NA
ERR3374457,YHK+20,NA,Groundwater,H42_PNK072,Location,Middle Slope,8.93,7.1,0,153.6,159.2,-0.180062,NA
ERR3374458,YHK+20,NA,Groundwater,H42_PNK075,Location,Middle Slope,8.93,7.1,0,153.6,159.2,-0.177647,NA
ERR3374459,YHK+20,NA,Groundwater,H42_PNK084,Location,Middle Slope,8.93,7.1,0,153.6,159.2,-0.177307,NA
ERR3374460,YHK+20,NA,Groundwater,H42_PNK087,Location,Middle Slope,8.93,7.1,0,153.6,159.2,-0.182014,NA
ERR3374462,YHK+20,NA,Groundwater,H43_PNK072,Location,Middle Slope,9.21,7.1,0,227.7,233.3,-0.179665,NA
ERR3374463,YHK+20,NA,Groundwater,H43_PNK075,Location,Middle Slope,9.21,7.1,0,227.7,233.3,-0.178519,NA
ERR3374464,YHK+20,NA,Groundwater,H43_PNK084,Location,Middle Slope,9.21,7.1,0,227.7,233.3,-0.181139,NA
ERR3374465,YHK+20,NA,Groundwater,H43_PNK087,Location,Middle Slope,9.21,7.1,0,227.7,233.3,-0.180663,NA
ERR3374467,YHK+20,NA,Groundwater,H51_PNK072,Location,Lower Footslope,10,7.2,87.5,380.8,392.04,-0.171571,NA
ERR3374468,YHK+20,NA,Groundwater,H51_PNK084,Location,Lower Footslope,10,7.2,87.5,380.8,392.04,-0.179556,NA
ERR3374469,YHK+20,NA,Groundwater,H52_PNK054,Location,Lower Footslope,9.64,7.3,0,226,242.83,-0.187672,NA
ERR3374470,YHK+20,NA,Groundwater,H52_PNK072,Location,Lower Footslope,9.64,7.3,0,226,242.83,-0.183108,NA
ERR3374471,YHK+20,NA,Groundwater,H52_PNK084,Location,Lower Footslope,9.64,7.3,0,226,242.83,-0.181743,NA
ERR3374472,YHK+20,NA,Groundwater,H52_PNK087,Location,Lower Footslope,9.64,7.3,0,226,242.83,-0.187282,NA
ERR3374473,YHK+20,NA,Groundwater,H53_PNK054,Location,Lower Footslope,9.47,7.4,0,237.5,259.93,-0.182973,NA
ERR3374474,YHK+20,NA,Groundwater,H53_PNK072,Location,Lower Footslope,9.47,7.4,0,237.5,259.93,-0.180494,NA
ERR3374475,YHK+20,NA,Groundwater,H53_PNK075,Location,Lower Footslope,9.47,7.4,0,237.5,259.93,-0.177032,NA
ERR3374476,YHK+20,NA,Groundwater,H53_PNK084,Location,Lower Footslope,9.47,7.4,0,237.5,259.93,-0.183865,NA
ERR3374477,YHK+20,NA,Groundwater,H53_PNK087,Location,Lower Footslope,9.47,7.4,0,237.5,259.93,-0.182694,NA
SRR12785273,ZCZ+21,NA,Groundwater,1BS,Location,BS,18,7.43,163.13,-111,-86.16,-0.164005,NA
SRR12785266,ZCZ+21,NA,Groundwater,1CR1,Location,CR1,15.3,7.61,117.19,-117,-82.09,-0.163446,NA
SRR12785263,ZCZ+21,NA,Groundwater,1CR2,Location,CR2,14.7,7.62,13.75,-94,-58.59,-0.15832,NA
SRR12785260,ZCZ+21,NA,Groundwater,1LO,Location,LO,18.3,7.66,203.76,-31,7.17,-0.16242,NA
SRR12785277,ZCZ+21,NA,Groundwater,1MN,Location,MN,16.8,7.88,126.57,-140,-89.37,-0.139833,NA
SRR12785270,ZCZ+21,NA,Groundwater,1VA,Location,VA,13.1,8.14,390.64,352,416.75,-0.158964,NA
SRR12785272,ZCZ+21,NA,Groundwater,2BS,Location,BS,18,7.43,163.13,-111,-86.16,-0.163806,NA
SRR12785265,ZCZ+21,NA,Groundwater,2CR1,Location,CR1,15.3,7.61,117.19,-117,-82.09,-0.164409,NA
SRR12785262,ZCZ+21,NA,Groundwater,2CR2,Location,CR2,14.7,7.62,13.75,-94,-58.59,-0.159086,NA
SRR12785275,ZCZ+21,NA,Groundwater,2LO,Location,LO,18.3,7.66,203.76,-31,7.17,-0.161614,NA
SRR12785276,ZCZ+21,NA,Groundwater,2MN,Location,MN,16.8,7.88,126.57,-140,-89.37,-0.155998,NA
SRR12785269,ZCZ+21,NA,Groundwater,2VA,Location,VA,13.1,8.14,390.64,352,416.75,-0.159874,NA
SRR12785271,ZCZ+21,NA,Groundwater,3BS,Location,BS,18,7.43,163.13,-111,-86.16,-0.164006,NA
SRR12785264,ZCZ+21,NA,Groundwater,3CR1,Location,CR1,15.3,7.61,117.19,-117,-82.09,-0.163806,NA
SRR12785261,ZCZ+21,NA,Groundwater,3CR2,Location,CR2,14.7,7.62,13.75,-94,-58.59,-0.159292,NA
SRR12785274,ZCZ+21,NA,Groundwater,3LO,Location,LO,18.3,7.66,203.76,-31,7.17,-0.162113,NA
SRR12785267,ZCZ+21,NA,Groundwater,3MN,Location,MN,16.8,7.88,126.57,-140,-89.37,-0.156259,NA
SRR12785268,ZCZ+21,NA,Groundwater,3VA,Location,VA,13.1,8.14,390.64,352,416.75,-0.15937,NA
SRR14366814,MGW+22,NA,Groundwater,Auc03,Region,Auckland,17.245,8.09,-1.88,-196.7,-133.9,-0.152575,-0.172694
SRR14366803,MGW+22,NA,Groundwater,Can01,Region,Canterbury,12.8,7.57,54.06,-65.8,-33.46,-0.157426,-0.186763
SRR14366792,MGW+22,NA,Groundwater,Can02,Region,Canterbury,13.2,6,229.7,224.9,168.09,-0.154412,-0.192986
SRR14366781,MGW+22,NA,Groundwater,Can03,Region,Canterbury,13.4,6.17,252.51,203.3,156.11,-0.152762,-0.194193
SRR14366770,MGW+22,NA,Groundwater,Can04,Region,Canterbury,12.5,5.81,211.57,154,86.56,-0.155957,-0.19648
SRR14366759,MGW+22,NA,Groundwater,Can05,Region,Canterbury,12.1,5.83,235.63,223.4,157.18,-0.160159,-0.195478
SRR14366748,MGW+22,NA,Groundwater,Can06,Region,Canterbury,12.3,6.77,162.82,177,163.97,-0.150659,-0.193313
SRR14366737,MGW+22,NA,Groundwater,Can07,Region,Canterbury,12,7.27,312.82,173,188.28,-0.150994,-0.185351
SRR14366824,MGW+22,NA,Groundwater,Can09,Region,Canterbury,12.9,6.02,230.95,229,173.38,-0.168582,-0.197824
SRR14366822,MGW+22,NA,Groundwater,Can10,Region,Canterbury,13.3,5.89,159.38,202.4,139.31,-0.16633,NA
SRR14366821,MGW+22,NA,Groundwater,Can11,Region,Canterbury,12.9,5.46,256.88,212.8,125.4,-0.155453,-0.195208
SRR14366820,MGW+22,NA,Groundwater,Can12,Region,Canterbury,13.2,6.05,290.64,212,158.03,-0.157044,-0.194162
SRR14366819,MGW+22,NA,Groundwater,Can13,Region,Canterbury,12.4,6.37,159.69,193.6,157.91,-0.154852,-0.19674
SRR14366818,MGW+22,NA,Groundwater,Can14,Region,Canterbury,13.4,6.31,289.39,194.6,155.37,-0.149188,-0.192571
SRR14366817,MGW+22,NA,Groundwater,Can15,Region,Canterbury,12.4,5.98,252.51,195.4,137.61,-0.155499,-0.19559
SRR14366816,MGW+22,NA,Groundwater,Can16,Region,Canterbury,11.9,5.87,206.26,219.7,155.79,-0.150977,-0.194873
SRR14366815,MGW+22,NA,Groundwater,Can17,Region,Canterbury,12.2,7.01,331.57,176.4,176.97,-0.152073,-0.195897
SRR14366813,MGW+22,NA,Groundwater,Can18,Region,Canterbury,12.5,6.94,264.7,162.5,159.1,-0.161876,NA
SRR14366745,MGW+22,NA,Groundwater,Wel01,Region,Wellington,15.8,7.14,0.94,-33.4,-25.37,-0.162119,-0.194024
SRR14366744,MGW+22,NA,Groundwater,Wel02,Region,Wellington,13.8,6.45,2.19,-4.3,-35.61,-0.154465,-0.198012
SRR14366743,MGW+22,NA,Groundwater,Wel03,Region,Wellington,14.1,6.23,1.88,75.3,31.42,-0.159654,-0.195953
SRR14366742,MGW+22,NA,Groundwater,Wel04,Region,Wellington,14.8,6.9,2.19,-41.9,-47.61,-0.175063,-0.191532
SRR14366741,MGW+22,NA,Groundwater,Wel05,Region,Wellington,14.7,6.72,2.5,-67.1,-83.09,-0.157014,-0.194924
SRR14366740,MGW+22,NA,Groundwater,Wel06,Region,Wellington,13.6,6.7,5.31,-15.8,-32.87,-0.178962,-0.194019
SRR14366739,MGW+22,NA,Groundwater,Wel07,Region,Wellington,14,6.57,10.31,-54.2,-78.7,-0.168828,-0.199033
SRR14366738,MGW+22,NA,Groundwater,Wel08,Region,Wellington,14.1,6.44,0.94,41.9,9.98,-0.172571,-0.194736
SRR14366736,MGW+22,NA,Groundwater,Wel09,Region,Wellington,14.6,6.04,46.88,199.9,145.09,-0.162136,-0.198043
SRR14366735,MGW+22,NA,Groundwater,Wel10,Region,Wellington,15.5,6.67,5.94,1.6,-17.3,-0.172131,-0.195895
SRR14366734,MGW+22,NA,Groundwater,Wel11,Region,Wellington,15.6,5.85,160.32,180.9,115.02,-0.156108,-0.195422
SRR14366733,MGW+22,NA,Groundwater,Wel12,Region,Wellington,14.9,5.71,85.94,226.9,153.17,-0.152939,-0.196801
SRR14366732,MGW+22,NA,Groundwater,Wel13,Region,Wellington,14.8,7.03,24.38,110.2,111.91,-0.169449,-0.195172
SRR14366731,MGW+22,NA,Groundwater,Wel14,Region,Wellington,15.1,5.74,95,178.2,106.14,-0.160331,-0.196477
SRR14366730,MGW+22,NA,Groundwater,Wel15,Region,Wellington,14.1,6.03,166.26,190.6,135.32,-0.16105,-0.195503
SRR14366729,MGW+22,NA,Groundwater,Wel16,Region,Wellington,16.1,5.51,270.32,228.6,143.09,-0.15264,-0.195252
SRR14366728,MGW+22,NA,Groundwater,Wel17,Region,Wellington,14.2,6.07,231.88,151.7,98.68,-0.15259,-0.196739
SRR14366727,MGW+22,NA,Groundwater,Wel18,Region,Wellington,14.9,6.54,181.57,99.5,73.21,-0.143635,-0.194718
SRR14366812,MGW+22,NA,Groundwater,gwa01,Region,Canterbury,13.6,6.62,243.76,198.6,176.98,-0.158358,-0.194786
SRR14366810,MGW+22,NA,Groundwater,gwa03,Region,Canterbury,16.9,6.12,231.26,214.4,163.76,-0.155695,-0.192709
SRR14366809,MGW+22,NA,Groundwater,gwa04,Region,Canterbury,16.9,6.12,231.26,214.4,163.76,-0.151532,-0.195679
SRR14366808,MGW+22,NA,Groundwater,gwa05,Region,Canterbury,15.5,6.91,131.25,175.3,170.15,-0.161538,-0.197579
SRR14366807,MGW+22,NA,Groundwater,gwa06,Region,Canterbury,15.5,6.91,131.25,175.3,170.15,-0.155167,-0.196912
SRR14366806,MGW+22,NA,Groundwater,gwa07,Region,Canterbury,15.8,6.17,134.38,211,163.42,-0.16902,-0.196789
SRR14366805,MGW+22,NA,Groundwater,gwa08,Region,Canterbury,15.8,6.17,134.38,211,163.42,-0.151886,-0.193374
SRR14366804,MGW+22,NA,Groundwater,gwa09,Region,Canterbury,14,6.45,128.13,214.6,183.26,-0.152533,-0.189847
SRR14366802,MGW+22,NA,Groundwater,gwa10,Region,Canterbury,14,6.45,128.13,214.6,183.26,-0.152598,-0.194914
SRR14366801,MGW+22,NA,Groundwater,gwa11,Region,Canterbury,13.5,7,115.63,183.6,183.6,-0.162397,-0.195779
SRR14366800,MGW+22,NA,Groundwater,gwa12,Region,Canterbury,13.5,7,115.63,183.6,183.6,-0.159641,-0.194872
SRR14366799,MGW+22,NA,Groundwater,gwa13,Region,Canterbury,14.7,6.73,12.5,191.9,176.48,-0.159138,-0.194522
SRR14366798,MGW+22,NA,Groundwater,gwa14,Region,Canterbury,14.6,6.22,3.13,60,15.47,-0.161494,-0.189602
SRR14366797,MGW+22,NA,Groundwater,gwj01,Region,Canterbury,12.9,6.4,175.01,210.4,176.35,-0.154268,-0.197153
SRR14366795,MGW+22,NA,Groundwater,gwj02,Region,Canterbury,12.9,6.4,175.01,210.4,176.35,-0.14479,-0.195845
SRR14366793,MGW+22,NA,Groundwater,gwj03,Region,Canterbury,11.7,6.85,228.13,214.3,205.82,-0.153222,-0.195233
SRR14366790,MGW+22,NA,Groundwater,gwj04,Region,Canterbury,11.7,6.85,228.13,214.3,205.82,-0.150028,-0.196822
SRR14366788,MGW+22,NA,Groundwater,gwj05,Region,Canterbury,11,6.54,138.44,208.6,182.67,-0.160633,-0.197337
SRR14366786,MGW+22,NA,Groundwater,gwj06,Region,Canterbury,11,6.54,138.44,208.6,182.67,-0.153193,-0.197237
SRR14366784,MGW+22,NA,Groundwater,gwj07,Region,Canterbury,12.3,6.68,133.44,198.7,180.58,-0.162647,-0.196253
SRR14366782,MGW+22,NA,Groundwater,gwj08,Region,Canterbury,12.3,6.68,133.44,198.7,180.58,-0.15219,-0.193513
SRR14366779,MGW+22,NA,Groundwater,gwj09,Region,Canterbury,8.1,6.97,213.45,202.8,201.13,-0.157664,-0.194932
SRR14366776,MGW+22,NA,Groundwater,gwj10,Region,Canterbury,8.1,6.97,213.45,202.8,201.13,-0.153013,-0.19601
SRR14366774,MGW+22,NA,Groundwater,gwj11,Region,Canterbury,7.3,7.2,234.38,187.8,198.93,-0.15413,-0.194568
SRR14366771,MGW+22,NA,Groundwater,gwj12,Region,Canterbury,7.3,7.2,234.38,187.8,198.93,-0.156577,-0.194512
SRR14366768,MGW+22,NA,Groundwater,gwj13,Region,Canterbury,10.8,6.66,33.13,197.3,178.14,-0.16169,-0.193371
SRR14366765,MGW+22,NA,Groundwater,gwj14,Region,Canterbury,10.8,6.66,33.13,197.3,178.14,-0.156961,-0.193084
SRR14366762,MGW+22,NA,Groundwater,gwj15,Region,Canterbury,9,6.49,11.56,129.3,100.75,-0.156921,-0.19046
SRR14366758,MGW+22,NA,Groundwater,gwj16,Region,Canterbury,9,6.49,11.56,129.3,100.75,-0.157348,-0.191242
SRR14366837,MGW+22,NA,Groundwater,Auc01,Region,Auckland,17.474,7.35,-0.94,-129.4,-109.22,-0.14256,-0.193885
SRR14366836,MGW+22,NA,Groundwater,Auc02,Region,Auckland,18.271,8.39,-1.88,-200.7,-120.33,-0.160978,-0.168929
SRR14366835,MGW+22,NA,Groundwater,Can08,Region,Canterbury,13.5,6.6,222.2,186.6,163.85,-0.161274,-0.197951
SRR14366834,MGW+22,NA,Groundwater,Wel19,Region,Wellington,15.7,6.53,157.19,132.1,105.16,-0.163578,-0.194286
SRR14366833,MGW+22,NA,Groundwater,Wel20,Region,Wellington,13.6,6,21.56,164.9,108.01,-0.149338,-0.198184
SRR14366832,MGW+22,NA,Groundwater,Wel21,Region,Wellington,14.8,6.35,169.69,166.7,129.56,-0.15354,-0.193394
SRR20642091,MCR+22,NA,Groundwater,AA.1,Location,Upstream,16.3,6.7,139.54,106.95,89.72,-0.166014,NA
SRR20642107,MCR+22,NA,Groundwater,AB.1,Location,Upstream,15.1,7.15,185.01,28.9,37.48,-0.15065,-0.19776
SRR20642094,MCR+22,NA,Groundwater,AB.2,Location,Upstream,15.3,6.93,184.07,111.3,107.29,-0.148605,-0.19754
SRR20642093,MCR+22,NA,Groundwater,AB.3,Location,Upstream,17,7.27,149.07,33.8,49.34,-0.140289,NA
SRR20642125,MCR+22,NA,Groundwater,BA.1,Location,WWTP,14.8,6.68,6.88,32.8,14.52,-0.15737,-0.19397
SRR20642123,MCR+22,NA,Groundwater,BA.2,Location,WWTP,18,6.73,15.94,61.2,45.6,-0.166002,NA
SRR20642117,MCR+22,NA,Groundwater,BA.3,Location,WWTP,20,6.72,15,21.1,4.81,-0.164644,-0.19125
SRR20642114,MCR+22,NA,Groundwater,BB.1,Location,WWTP,15.3,6.78,4.69,32.2,19.61,-0.192313,-0.19052
SRR20642113,MCR+22,NA,Groundwater,BB.2,Location,WWTP,18.4,6.69,6.56,68.71,50.78,-0.189245,-0.180544
SRR20642110,MCR+22,NA,Groundwater,BB.3,Location,WWTP,19.8,6.81,14.69,23.3,12.26,-0.174029,-0.177698
SRR20642105,MCR+22,NA,Groundwater,CA.1,Location,Farm,14.4,6.92,7.5,30.5,25.94,-0.172478,-0.197022
SRR20642103,MCR+22,NA,Groundwater,CA.2,Location,Farm,15.1,6.84,6.25,77.2,68.05,-0.168306,NA
SRR20642102,MCR+22,NA,Groundwater,CA.3,Location,Farm,17.1,7.01,20,29.1,29.68,-0.155241,NA
SRR20642098,MCR+22,NA,Groundwater,CB.1,Location,Farm,15.4,6.9,5.31,20.7,14.97,-0.170696,-0.198953
SRR20642095,MCR+22,NA,Groundwater,CB.2,Location,Farm,15.5,6.87,5.94,79.9,72.45,-0.170241,NA
SRR20642086,MCR+22,NA,Groundwater,CB.3,Location,Farm,16,7.24,17.5,29,42.77,-0.159501,NA
SRR20642081,MCR+22,NA,Groundwater,CC.1,Location,Farm,14.7,6.79,3.75,33.4,21.41,-0.162608,NA
SRR20642080,MCR+22,NA,Groundwater,CC.2,Location,Farm,15.3,7.19,19.06,35.9,46.77,-0.162343,NA
SRR20642074,MCR+22,NA,Groundwater,CD.1,Location,Farm,13.6,6.78,6.88,24,11.48,-0.165542,-0.197302
SRR20642072,MCR+22,NA,Groundwater,CD.2,Location,Farm,15.8,6.73,23.75,-8.4,-23.88,-0.156091,-0.194612
SRR20642070,MCR+22,NA,Groundwater,DA.1,Location,Swamp,15.5,7.43,7.5,5.5,30.13,-0.152341,NA
SRR20642066,MCR+22,NA,Groundwater,DA.2,Location,Swamp,15.3,7.37,23.13,-59.6,-38.42,-0.150745,-0.170887
SRR20642063,MCR+22,NA,Groundwater,DB.1,Location,Swamp,15.1,7.44,5.31,-106.9,-81.74,-0.164644,NA
SRR20642058,MCR+22,NA,Groundwater,DB.2,Location,Swamp,14.3,7.77,21.56,-83.5,-39.58,-0.15995,NA
ERR1220570,ZML+17,NA,Sediment,MG1WinA,Depth,≤ 5 cm,NA,7.07,NA,300,304.14,-0.161603,NA
ERR1220571,ZML+17,NA,Sediment,MG1WinB,Depth,≥ 10 cm,NA,6.38,NA,296,259.32,-0.170473,NA
ERR1220573,ZML+17,NA,Sediment,MG1WinC,Depth,≥ 20 cm,NA,7.21,NA,251,263.42,-0.171095,NA
ERR1220574,ZML+17,NA,Sediment,MG1WinD,Depth,≥ 20 cm,NA,7.6,NA,219,254.49,-0.167304,NA
ERR1220576,ZML+17,NA,Sediment,MG2WinA,Depth,≤ 5 cm,NA,7.11,NA,264,270.51,-0.16245,NA
ERR1220577,ZML+17,NA,Sediment,MG2WinB,Depth,≥ 10 cm,NA,6.41,NA,259,224.1,-0.163906,NA
ERR1220579,ZML+17,NA,Sediment,MG2WinC,Depth,≥ 20 cm,NA,6.84,NA,235,225.54,-0.17043,NA
ERR1220580,ZML+17,NA,Sediment,MG2WinD,Depth,≥ 20 cm,NA,7.13,NA,217,224.69,-0.16349,NA
ERR1220582,ZML+17,NA,Sediment,MG3WinA,Depth,≤ 5 cm,NA,6.41,NA,266,231.1,-0.164775,NA
ERR1220583,ZML+17,NA,Sediment,MG3WinB,Depth,≥ 10 cm,NA,6.27,NA,209,165.82,-0.167155,NA
ERR1220585,ZML+17,NA,Sediment,MG3WinC,Depth,≥ 20 cm,NA,6.79,NA,202,189.58,-0.170175,NA
ERR1220586,ZML+17,NA,Sediment,MG3WinD,Depth,≥ 20 cm,NA,7.4,NA,209,232.66,-0.162592,NA
ERR1220588,ZML+17,NA,Sediment,TF1WinA,Depth,≤ 5 cm,NA,7.06,NA,217,220.55,-0.16417,NA
ERR1220589,ZML+17,NA,Sediment,TF1WinB,Depth,≥ 10 cm,NA,7.68,NA,212,252.23,-0.159989,NA
ERR1220591,ZML+17,NA,Sediment,TF2WinA,Depth,≤ 5 cm,NA,7.45,NA,-63.6,-36.98,-0.16283,NA
ERR1220592,ZML+17,NA,Sediment,TF2WinB,Depth,≥ 10 cm,NA,7.77,NA,58,103.55,-0.163752,NA
ERR1220594,ZML+17,NA,Sediment,TF3WinA,Depth,≤ 5 cm,NA,7.02,NA,-42.8,-41.62,-0.160399,NA
ERR1220595,ZML+17,NA,Sediment,TF3WinB,Depth,≥ 10 cm,NA,7.52,NA,106.6,137.36,-0.164147,NA
ERR1220547,ZML+17,NA,Sediment,MG1SumA,Depth,≤ 5 cm,NA,6.68,NA,398,379.07,-0.16228,NA
ERR1220549,ZML+17,NA,Sediment,MG1SumB,Depth,≥ 10 cm,NA,7.58,NA,171,205.31,-0.171336,NA
ERR1220550,ZML+17,NA,Sediment,MG1SumC,Depth,≥ 20 cm,NA,7.9,NA,95,148.24,-0.17163,NA
ERR1220552,ZML+17,NA,Sediment,MG2SumA,Depth,≤ 5 cm,NA,5.82,NA,348,278.2,-0.152209,NA
ERR1220553,ZML+17,NA,Sediment,MG2SumB,Depth,≥ 10 cm,NA,6.87,NA,291,283.31,-0.164935,NA
ERR1220555,ZML+17,NA,Sediment,MG2SumC,Depth,≥ 20 cm,NA,6.84,NA,244,234.54,-0.173364,NA
ERR1220556,ZML+17,NA,Sediment,MG3SumA,Depth,≤ 5 cm,NA,6.6,NA,312,288.34,-0.157172,NA
ERR1220558,ZML+17,NA,Sediment,MG3SumB,Depth,≥ 10 cm,NA,7.31,NA,298,316.34,-0.166066,NA
ERR1220559,ZML+17,NA,Sediment,MG3SumC,Depth,≥ 20 cm,NA,7.32,NA,241,259.93,-0.16748,NA
ERR1220561,ZML+17,NA,Sediment,TF1SumA,Depth,≤ 5 cm,NA,7.1,NA,80,85.92,-0.159569,NA
ERR1220562,ZML+17,NA,Sediment,TF1SumB,Depth,≥ 10 cm,NA,7.86,NA,179,229.87,-0.166193,NA
