sample_id,study_name,study_subset,environment,sample,groupby,group,T,pH,O2_umol_L,Eh,Eh7,Bacteria_Zc,Archaea_Zc
SRR10417871,WHL+21,NA,River & Seawater,Summer_URM_T1,Season,Summer,29.67,7.49,192.82,113.4,142.84,-0.158546,NA
SRR10417868,WHL+21,NA,River & Seawater,Summer_URR_T1,Season,Summer,30.3,7.31,190.63,68.23,86.89,-0.160159,NA
SRR10417865,WHL+21,NA,River & Seawater,Summer_RAL_T1,Season,Summer,29.27,7.61,196.26,114.93,151.53,-0.156288,NA
SRR10417861,WHL+21,NA,River & Seawater,Summer_RAM_T1,Season,Summer,28.8,7.61,187.82,99.77,136.32,-0.157067,NA
SRR10417858,WHL+21,NA,River & Seawater,Summer_RAR_T1,Season,Summer,29.3,7.85,202.51,95.87,146.88,-0.157632,NA
SRR10417855,WHL+21,NA,River & Seawater,Summer_IAL_T1,Season,Summer,33.4,8.46,245.95,68.1,156.9,-0.159357,NA
SRR10417851,WHL+21,NA,River & Seawater,Summer_IAM_T1,Season,Summer,32.87,8.42,244.7,75.5,161.72,-0.160162,NA
SRR10417848,WHL+21,NA,River & Seawater,Summer_IAR_T1,Season,Summer,32.8,8.33,225.32,71.27,152.01,-0.157014,NA
SRR10417835,WHL+21,NA,River & Seawater,Summer_SO_T1,Season,Summer,27.9,6.74,192.19,-91.03,-106.56,-0.160228,NA
SRR10417845,WHL+21,NA,River & Seawater,Summer_DRL_T1,Season,Summer,31.6,7.44,174.07,75.67,102.27,-0.1605,NA
SRR10417842,WHL+21,NA,River & Seawater,Summer_DRM_T1,Season,Summer,31.53,7.71,179.38,89.4,132.32,-0.157398,NA
SRR10417838,WHL+21,NA,River & Seawater,Summer_DRR_T1,Season,Summer,31.33,7.5,168.76,83.8,114.01,-0.15891,NA
SRR10417832,WHL+21,NA,River & Seawater,Autumn_URL_T1,Season,Autumn,20,7.67,266.26,95.2,134.17,-0.16709,NA
SRR10417828,WHL+21,NA,River & Seawater,Autumn_URM_T1,Season,Autumn,19.93,7.6,266.89,87.1,121.99,-0.165228,NA
SRR10417825,WHL+21,NA,River & Seawater,Autumn_URR_T1,Season,Autumn,19.77,7.61,260.32,91.43,126.88,-0.164191,NA
SRR10417822,WHL+21,NA,River & Seawater,Autumn_RAL_T1,Season,Autumn,19.53,7.5,250.95,15.7,44.74,-0.162233,NA
SRR10417818,WHL+21,NA,River & Seawater,Autumn_RAM_T1,Season,Autumn,19.8,7.32,201.57,103.57,122.17,-0.161201,NA
SRR10417815,WHL+21,NA,River & Seawater,Autumn_RAR_T1,Season,Autumn,19.8,7.28,240.95,136.6,152.87,-0.162956,NA
SRR10417812,WHL+21,NA,River & Seawater,Autumn_IAL_T1,Season,Autumn,21.57,8.51,276.26,65.87,154.17,-0.160789,NA
SRR10417809,WHL+21,NA,River & Seawater,Autumn_IAM_T1,Season,Autumn,21.9,8.68,318.76,49,147.35,-0.160301,NA
SRR10417959,WHL+21,NA,River & Seawater,Autumn_IAR_T1,Season,Autumn,21.73,8.73,353.45,67.03,168.25,-0.159687,NA
SRR10417946,WHL+21,NA,River & Seawater,Autumn_SO_T1,Season,Autumn,21.97,7.48,178.13,-65.07,-36.96,-0.161074,NA
SRR10417956,WHL+21,NA,River & Seawater,Autumn_DRL_T1,Season,Autumn,20.4,7.56,219.38,91.43,124.05,-0.16102,NA
SRR10417953,WHL+21,NA,River & Seawater,Autumn_DRM_T1,Season,Autumn,20.07,7.62,247.2,96.33,132.4,-0.161192,NA
SRR10417949,WHL+21,NA,River & Seawater,Autumn_DRR_T1,Season,Autumn,19.7,7.74,241.57,92.83,135.83,-0.158072,NA
SRR10417943,WHL+21,NA,River & Seawater,Winter_URL_T1,Season,Winter,11.7,7.56,326.26,135.23,166.88,-0.16756,NA
SRR10417939,WHL+21,NA,River & Seawater,Winter_URM_T1,Season,Winter,11.9,7.56,333.76,158.9,190.57,-0.16749,NA
SRR10417936,WHL+21,NA,River & Seawater,Winter_URR_T1,Season,Winter,12.87,7.45,322.51,167.07,192.61,-0.167336,NA
SRR10417933,WHL+21,NA,River & Seawater,Winter_RAL_T1,Season,Winter,9.9,7.57,320.95,121.4,153.41,-0.167696,NA
SRR10417930,WHL+21,NA,River & Seawater,Winter_RAM_T1,Season,Winter,9.3,7.4,330.32,127.77,150.19,-0.167978,NA
SRR10417926,WHL+21,NA,River & Seawater,Winter_RAR_T1,Season,Winter,9.3,7.57,331.89,147.33,179.27,-0.171173,NA
SRR10417923,WHL+21,NA,River & Seawater,Winter_IAL_T1,Season,Winter,8.13,7.41,344.7,49.37,72.25,-0.171961,NA
SRR10417920,WHL+21,NA,River & Seawater,Winter_IAM_T1,Season,Winter,8.07,7.03,330.01,20.27,21.94,-0.171998,NA
SRR10417916,WHL+21,NA,River & Seawater,Winter_IAR_T1,Season,Winter,8.07,7.25,351.26,126.5,140.45,-0.173526,NA
SRR10417903,WHL+21,NA,River & Seawater,Winter_SO_T1,Season,Winter,12.5,7.55,320.64,-22.6,8.57,-0.165083,NA
SRR10417913,WHL+21,NA,River & Seawater,Winter_DRL_T1,Season,Winter,8.77,8.16,325.32,62.67,127.56,-0.171887,NA
SRR10417910,WHL+21,NA,River & Seawater,Winter_DRM_T1,Season,Winter,8.5,7.35,330.32,128.67,148.23,-0.170359,NA
SRR10417906,WHL+21,NA,River & Seawater,Winter_DRR_T1,Season,Winter,8.57,7.3,349.7,110.8,127.57,-0.165807,NA
SRR12632548,ZLH+22,NA,River & Seawater,W01,NA,NA,12.1,7.86,79.38,536,584.67,-0.163995,NA
SRR12632547,ZLH+22,NA,River & Seawater,W02,NA,NA,13.8,7.72,132.5,291,331.99,-0.162045,NA
SRR12632546,ZLH+22,NA,River & Seawater,W03,NA,NA,12.4,8.09,142.51,337,398.76,-0.167324,NA
SRR12632545,ZLH+22,NA,River & Seawater,W04,NA,NA,13,8.08,128.13,236,297.32,-0.157302,NA
SRR12632544,ZLH+22,NA,River & Seawater,W05,NA,NA,12.2,8.12,175.01,308,371.41,-0.161755,NA
SRR12632543,ZLH+22,NA,River & Seawater,W06,NA,NA,13.1,8.06,236.26,286,346.2,-0.162025,NA
SRR12632542,ZLH+22,NA,River & Seawater,W07,NA,NA,15.8,8.16,126.88,296,362.5,-0.161253,NA
SRR12632541,ZLH+22,NA,River & Seawater,W08,NA,NA,19.1,8.11,4.06,389,453.36,-0.161876,NA
SRR12632540,ZLH+22,NA,River & Seawater,W09,NA,NA,13.9,8.09,31.25,364,426.08,-0.164032,NA
SRR12632539,ZLH+22,NA,River & Seawater,W10,NA,NA,14.1,8.02,135.01,305,363.13,-0.162767,NA
SRR12632537,ZLH+22,NA,River & Seawater,W11,NA,NA,15.6,7.99,184.69,297,353.72,-0.161555,NA
SRR12632536,ZLH+22,NA,River & Seawater,W12,NA,NA,17.08,8.16,108.44,236,302.8,-0.162591,NA
SRR12632535,ZLH+22,NA,River & Seawater,W13,NA,NA,18.54,8.55,44.69,351,440.71,-0.164076,NA
SRR12632534,ZLH+22,NA,River & Seawater,W14,NA,NA,20.9,8.44,10.63,302,386.01,-0.16367,NA
SRR12632533,ZLH+22,NA,River & Seawater,W15,NA,NA,14.1,8.27,23.75,389,461.38,-0.162755,NA
SRR12632532,ZLH+22,NA,River & Seawater,W16,NA,NA,16.5,8.17,100,335,402.24,-0.162074,NA
SRR12632531,ZLH+22,NA,River & Seawater,W17,NA,NA,16.9,8.16,211.57,358,424.76,-0.152617,NA
SRR12632530,ZLH+22,NA,River & Seawater,W18,NA,NA,19.2,8,295.32,358,416.01,-0.156479,NA
SRR12632529,ZLH+22,NA,River & Seawater,W19,NA,NA,16.1,8.08,250.63,345,406.98,-0.151796,NA
SRR12632528,ZLH+22,NA,River & Seawater,W20,NA,NA,17.4,8.11,18.44,367,430.99,-0.153898,NA
SRR13175269,ZZL+21,NA,River & Seawater,2018_A1_1,Location,Main Stream,25.4,9.9,230.95,42.4,214.18,-0.155658,NA
SRR13175236,ZZL+21,NA,River & Seawater,2018_A2_1,Location,Main Stream,29.5,7.04,224.38,86.1,88.5,-0.17615,NA
SRR13175203,ZZL+21,NA,River & Seawater,2018_A3_1,Location,Main Stream,32.6,7.24,247.51,117.8,132.36,-0.172032,NA
SRR13175255,ZZL+21,NA,River & Seawater,2018_F_1,Location,Animal Farm,26.8,6.99,55,160.7,160.1,-0.177504,NA
SRR13175252,ZZL+21,NA,River & Seawater,2018_F_100_1,Location,Animal Farm,29.8,7.77,26.88,11.8,58.08,-0.206329,NA
SRR13175249,ZZL+21,NA,River & Seawater,2018_F_250_1,Location,Animal Farm,28.9,7.56,22.19,41.6,75.16,-0.196465,NA
SRR13175245,ZZL+21,NA,River & Seawater,2018_F_500_1,Location,Animal Farm,28.6,7.58,6.56,-39.5,-4.78,-0.187562,NA
SRR13175259,ZZL+21,NA,River & Seawater,2018_F_U10_1,Location,Animal Farm,31.5,7.64,40.31,89.6,128.29,-0.197807,NA
SRR13175275,ZZL+21,NA,River & Seawater,2018_H1_1,Location,Hospital,31.3,7.99,201.57,111.6,171.4,-0.158419,NA
SRR13175268,ZZL+21,NA,River & Seawater,2018_H1_1K_1,Location,Hospital,31,8.06,126.25,165.4,229.37,-0.157939,NA
SRR13175272,ZZL+21,NA,River & Seawater,2018_H1_500_1,Location,Hospital,30.2,7.84,143.76,149.7,200.26,-0.146088,NA
SRR13175265,ZZL+21,NA,River & Seawater,2018_H1_5K_1,Location,Hospital,31.2,7.27,28.75,-105,-88.7,-0.157134,NA
SRR13175278,ZZL+21,NA,River & Seawater,2018_H1_U100_1,Location,Hospital,30.9,8.18,247.2,105.9,177.09,-0.142234,NA
SRR13175282,ZZL+21,NA,River & Seawater,2018_H1_U200_1,Location,Hospital,31.5,7.76,256.26,102.8,148.74,-0.144017,NA
SRR13175262,ZZL+21,NA,River & Seawater,2018_H2_1,Location,Hospital,33.3,7.63,291.57,157.6,195.91,-0.161356,NA
SRR13175242,ZZL+21,NA,River & Seawater,2018_P_1,Location,WWTP,29.1,6.81,254.07,171.1,159.71,-0.173597,NA
SRR13175229,ZZL+21,NA,River & Seawater,2018_P_100_1,Location,WWTP,29.9,6.92,239.38,109.1,104.29,-0.144074,NA
SRR13175239,ZZL+21,NA,River & Seawater,2018_P_10_1,Location,WWTP,29.6,6.91,241.26,148.6,143.19,-0.172849,NA
SRR13175235,ZZL+21,NA,River & Seawater,2018_P_20_1,Location,WWTP,30,6.97,239.07,101.6,99.8,-0.157801,NA
SRR13175226,ZZL+21,NA,River & Seawater,2018_P_500_1,Location,WWTP,31.3,7.26,252.51,29.1,44.81,-0.162244,NA
SRR13175232,ZZL+21,NA,River & Seawater,2018_P_50_1,Location,WWTP,30.1,6.97,243.45,120.6,118.79,-0.180021,NA
SRR13175222,ZZL+21,NA,River & Seawater,2018_T_1,Location,Tributary,30.2,7.21,17.81,-79,-66.36,-0.161445,NA
SRR13175216,ZZL+21,NA,River & Seawater,2018_T_2K_1,Location,Tributary,30.6,7.29,30,23.1,40.58,-0.162302,NA
SRR13175219,ZZL+21,NA,River & Seawater,2018_T_500_1,Location,Tributary,30.1,7.28,31.25,-28.6,-11.75,-0.164413,NA
SRR13175212,ZZL+21,NA,River & Seawater,2020_A0_1,Location,Main Stream,26.7,6.93,222.82,243.03,238.87,-0.14151,NA
SRR13175209,ZZL+21,NA,River & Seawater,2020_A1_1,Location,Main Stream,30,7.53,74.38,-5.7,26.18,-0.172399,NA
SRR13175206,ZZL+21,NA,River & Seawater,2020_A2_1,Location,Main Stream,31.3,7.58,221.57,4.63,39.67,-0.159986,NA
SRR13175202,ZZL+21,NA,River & Seawater,2020_A3_1,Location,Main Stream,30.7,7.89,222.51,125.77,179.43,-0.156192,NA
SRR13175199,ZZL+21,NA,River & Seawater,2020_A4_1,Location,Main Stream,33.5,8.2,308.14,143.57,216.58,-0.150618,NA
SRR13175196,ZZL+21,NA,River & Seawater,2020_A5_1,Location,Main Stream,31.9,7.65,200.32,155.53,194.87,-0.150129,NA
SRR13175193,ZZL+21,NA,River & Seawater,2020_H1_U200_1,Location,Hospital,37.8,8.64,356.89,52.33,153.51,-0.154691,NA
SRR13175287,ZZL+21,NA,River & Seawater,2020_T_2K_1,Location,Tributary,32.8,8.6,349.39,137.43,234.56,-0.152372,NA
SRR13175290,ZZL+21,NA,River & Seawater,2020_T_500_1,Location,Tributary,33.6,8.75,333.76,114.93,221.44,-0.149692,NA
SRR13175354,ZZL+21,NA,River & Seawater,2018_A0_1,Location,Main Stream,28.4,7.92,268.45,162.2,217.24,-0.158881,NA
SRR13175330,ZZL+21,NA,River & Seawater,2018_A4_1,Location,Main Stream,30,7.21,73.75,131,143.63,-0.159319,NA
SRR13175297,ZZL+21,NA,River & Seawater,2018_A5_1,Location,Main Stream,30.2,7.51,69.38,72.2,102.9,-0.152419,NA
SRR13175326,ZZL+21,NA,River & Seawater,2020_F_1,Location,Animal Farm,34.1,8.93,278.76,75.83,193.49,-0.164186,NA
SRR13175323,ZZL+21,NA,River & Seawater,2020_F_100_1,Location,Animal Farm,34,7.4,171.57,114.9,139.28,-0.158643,NA
SRR13175320,ZZL+21,NA,River & Seawater,2020_F_250_1,Location,Animal Farm,33.3,7.46,242.51,123.03,151,-0.155618,NA
SRR13175316,ZZL+21,NA,River & Seawater,2020_F_500_1,Location,Animal Farm,31.2,8.21,345.95,144.6,217.67,-0.160825,NA
SRR13175329,ZZL+21,NA,River & Seawater,2020_F_U10_1,Location,Animal Farm,33.3,8.82,269.07,78.27,188.93,-0.16263,NA
SRR13175346,ZZL+21,NA,River & Seawater,2020_H1_1,Location,Hospital,31.9,7.48,221.26,77.4,106.45,-0.16175,NA
SRR13175339,ZZL+21,NA,River & Seawater,2020_H1_1K_1,Location,Hospital,33.9,8.06,249.7,61.93,126.51,-0.15617,NA
SRR13175343,ZZL+21,NA,River & Seawater,2020_H1_500_1,Location,Hospital,32,7.54,234.7,39.57,72.26,-0.167335,NA
SRR13175336,ZZL+21,NA,River & Seawater,2020_H1_5K_1,Location,Hospital,33.2,8.31,288.45,120.87,200.5,-0.15255,NA
SRR13175349,ZZL+21,NA,River & Seawater,2020_H1_U100_1,Location,Hospital,36.5,8.11,199.69,43.2,111.4,-0.155817,NA
SRR13175333,ZZL+21,NA,River & Seawater,2020_H2_1,Location,Hospital,32.5,8.32,324.39,114.7,194.75,-0.155275,NA
SRR13175313,ZZL+21,NA,River & Seawater,2020_P_1,Location,WWTP,33.9,7.38,213.76,73.57,96.72,-0.165429,NA
SRR13175300,ZZL+21,NA,River & Seawater,2020_P_100_1,Location,WWTP,33.6,7.73,217.2,132.73,177.16,-0.164278,NA
SRR13175310,ZZL+21,NA,River & Seawater,2020_P_10_1,Location,WWTP,32.6,7.54,225.01,74.07,106.83,-0.162629,NA
SRR13175306,ZZL+21,NA,River & Seawater,2020_P_20_1,Location,WWTP,32.6,7.64,221.26,148.03,186.85,-0.166722,NA
SRR13175296,ZZL+21,NA,River & Seawater,2020_P_500_1,Location,WWTP,33.9,7.77,221.88,117.2,164.11,-0.159372,NA
SRR13175303,ZZL+21,NA,River & Seawater,2020_P_50_1,Location,WWTP,33,7.67,222.82,116.53,157.23,-0.164297,NA
SRR13175293,ZZL+21,NA,River & Seawater,2020_T_1,Location,Tributary,34.3,8.47,293.76,127.4,217.07,-0.150609,NA
SRR14116259,LWJ+21,NA,River & Seawater,FW10,Type,Freshwater,NA,7.22,250.01,128,141.01,-0.157808,NA
SRR14116285,LWJ+21,NA,River & Seawater,FW6,Type,Freshwater,NA,7.21,240.63,111,123.42,-0.168934,NA
SRR14116274,LWJ+21,NA,River & Seawater,FW7,Type,Freshwater,NA,6.99,200.01,116,115.41,-0.159811,NA
SRR14116263,LWJ+21,NA,River & Seawater,FW8,Type,Freshwater,NA,7.31,218.76,128,146.34,-0.159698,NA
SRR14116260,LWJ+21,NA,River & Seawater,FW9,Type,Freshwater,NA,7.44,215.63,129,155.03,-0.158971,NA
SRR14116286,LWJ+21,NA,River & Seawater,MSW14,Type,Seawater Plastic,NA,7.63,237.51,229,266.27,-0.138512,NA
SRR14116284,LWJ+21,NA,River & Seawater,MSW15,Type,Seawater Plastic,NA,8.04,221.88,212,273.52,-0.151577,NA
SRR14116283,LWJ+21,NA,River & Seawater,MSW16,Type,Seawater Plastic,NA,8.05,209.38,145,207.11,-0.145795,NA
SRR14116282,LWJ+21,NA,River & Seawater,MSW17,Type,Seawater Plastic,NA,8.03,203.13,155,215.93,-0.140346,NA
SRR14116281,LWJ+21,NA,River & Seawater,MSW18,Type,Seawater Plastic,NA,8.02,243.76,213,273.34,-0.140291,NA
SRR14116280,LWJ+21,NA,River & Seawater,SW1,Type,Seawater,NA,8.21,281.26,236,307.58,-0.16861,NA
SRR14116270,LWJ+21,NA,River & Seawater,SW10,Type,Seawater,NA,7.87,140.63,193,244.47,-0.167582,-0.122267
SRR14116269,LWJ+21,NA,River & Seawater,SW11,Type,Seawater,NA,7.96,206.26,202,258.79,-0.164941,NA
SRR14116268,LWJ+21,NA,River & Seawater,SW12,Type,Seawater,NA,8.07,278.14,229,292.3,-0.157478,-0.133071
SRR14116267,LWJ+21,NA,River & Seawater,SW13,Type,Seawater,NA,7.46,234.38,173,200.21,-0.164185,-0.139805
SRR14116266,LWJ+21,NA,River & Seawater,SW14,Type,Seawater,NA,7.63,237.51,229,266.27,-0.165193,-0.138647
SRR14116265,LWJ+21,NA,River & Seawater,SW15,Type,Seawater,NA,8.04,221.88,212,273.52,-0.162625,-0.134259
SRR14116264,LWJ+21,NA,River & Seawater,SW16,Type,Seawater,NA,8.05,209.38,145,207.11,-0.161281,-0.131614
SRR14116262,LWJ+21,NA,River & Seawater,SW17,Type,Seawater,NA,8.03,203.13,155,215.93,-0.163691,-0.133374
SRR14116261,LWJ+21,NA,River & Seawater,SW18,Type,Seawater,NA,8.02,243.76,213,273.34,-0.162187,-0.134825
SRR14116279,LWJ+21,NA,River & Seawater,SW2,Type,Seawater,NA,7.89,184.38,118,170.65,-0.172972,-0.123847
SRR14116278,LWJ+21,NA,River & Seawater,SW3,Type,Seawater,NA,7.86,175.01,186,236.87,-0.170864,-0.127512
SRR14116277,LWJ+21,NA,River & Seawater,SW4,Type,Seawater,NA,7.93,190.63,109,164.02,-0.158546,-0.126733
SRR14116276,LWJ+21,NA,River & Seawater,SW5,Type,Seawater,NA,7.89,190.63,106,158.65,-0.158294,-0.12591
SRR14116275,LWJ+21,NA,River & Seawater,SW6,Type,Seawater,NA,7.92,196.88,110,164.42,-0.162605,-0.126903
SRR14116273,LWJ+21,NA,River & Seawater,SW7,Type,Seawater,NA,7.74,203.13,207,250.78,-0.168255,-0.122466
SRR14116272,LWJ+21,NA,River & Seawater,SW8,Type,Seawater,NA,7.72,178.13,199,241.59,-0.169399,-0.123817
SRR14116271,LWJ+21,NA,River & Seawater,SW9,Type,Seawater,NA,7.81,143.76,201,248.92,-0.164798,-0.12271
SRR14116330,LWJ+21,NA,River & Seawater,FW1,Type,Freshwater,NA,7.56,131.25,134,167.13,-0.163525,NA
SRR14116328,LWJ+21,NA,River & Seawater,FW11,Type,Freshwater,NA,7.61,225.01,133,169.09,-0.1576,NA
SRR14116327,LWJ+21,NA,River & Seawater,FW12,Type,Freshwater,NA,7.56,221.88,129,162.13,-0.159913,NA
SRR14116326,LWJ+21,NA,River & Seawater,FW13,Type,Freshwater,NA,7.61,187.51,243,279.09,-0.166955,NA
SRR14116325,LWJ+21,NA,River & Seawater,FW14,Type,Freshwater,NA,7.68,206.26,223,263.23,-0.161129,NA
SRR14116324,LWJ+21,NA,River & Seawater,FW15,Type,Freshwater,NA,7.56,206.26,225,258.13,-0.159699,NA
SRR14116323,LWJ+21,NA,River & Seawater,FW16,Type,Freshwater,NA,7.94,225.01,214,269.61,-0.165589,NA
SRR14116322,LWJ+21,NA,River & Seawater,FW17,Type,Freshwater,NA,7.95,212.51,216,272.2,-0.164997,NA
SRR14116321,LWJ+21,NA,River & Seawater,FW18,Type,Freshwater,NA,7.83,218.76,221,270.1,-0.160781,NA
SRR14116329,LWJ+21,NA,River & Seawater,FW2,Type,Freshwater,NA,7.36,146.88,129,150.3,-0.163408,NA
SRR14116318,LWJ+21,NA,River & Seawater,FW3,Type,Freshwater,NA,7.86,171.88,128,178.87,-0.162865,NA
SRR14116307,LWJ+21,NA,River & Seawater,FW4,Type,Freshwater,NA,7.42,168.76,126,150.85,-0.162603,NA
SRR14116296,LWJ+21,NA,River & Seawater,FW5,Type,Freshwater,NA,7.33,196.88,125,144.52,-0.16548,NA
SRR14116320,LWJ+21,NA,River & Seawater,MFW1,Type,Freshwater Plastic,NA,7.56,131.25,134,167.13,-0.145232,NA
SRR14116310,LWJ+21,NA,River & Seawater,MFW10,Type,Freshwater Plastic,NA,7.22,250.01,128,141.01,-0.149459,NA
SRR14116309,LWJ+21,NA,River & Seawater,MFW11,Type,Freshwater Plastic,NA,7.61,225.01,133,169.09,-0.150108,NA
SRR14116308,LWJ+21,NA,River & Seawater,MFW12,Type,Freshwater Plastic,NA,7.56,221.88,129,162.13,-0.143977,NA
SRR14116306,LWJ+21,NA,River & Seawater,MFW13,Type,Freshwater Plastic,NA,7.61,187.51,243,279.09,-0.139625,NA
SRR14116305,LWJ+21,NA,River & Seawater,MFW14,Type,Freshwater Plastic,NA,7.68,206.26,223,263.23,-0.139416,NA
SRR14116304,LWJ+21,NA,River & Seawater,MFW15,Type,Freshwater Plastic,NA,7.56,206.26,225,258.13,-0.139315,NA
SRR14116303,LWJ+21,NA,River & Seawater,MFW16,Type,Freshwater Plastic,NA,7.94,225.01,214,269.61,-0.141099,NA
SRR14116302,LWJ+21,NA,River & Seawater,MFW17,Type,Freshwater Plastic,NA,7.95,212.51,216,272.2,-0.137305,NA
SRR14116301,LWJ+21,NA,River & Seawater,MFW18,Type,Freshwater Plastic,NA,7.83,218.76,221,270.1,-0.144106,NA
SRR14116319,LWJ+21,NA,River & Seawater,MFW2,Type,Freshwater Plastic,NA,7.36,146.88,129,150.3,-0.143032,NA
SRR14116317,LWJ+21,NA,River & Seawater,MFW3,Type,Freshwater Plastic,NA,7.86,171.88,128,178.87,-0.153668,NA
SRR14116316,LWJ+21,NA,River & Seawater,MFW4,Type,Freshwater Plastic,NA,7.42,168.76,126,150.85,-0.144422,NA
SRR14116315,LWJ+21,NA,River & Seawater,MFW5,Type,Freshwater Plastic,NA,7.33,196.88,125,144.52,-0.150731,NA
SRR14116314,LWJ+21,NA,River & Seawater,MFW6,Type,Freshwater Plastic,NA,7.21,240.63,111,123.42,-0.145939,NA
SRR14116313,LWJ+21,NA,River & Seawater,MFW7,Type,Freshwater Plastic,NA,6.99,200.01,116,115.41,-0.168125,NA
SRR14116312,LWJ+21,NA,River & Seawater,MFW8,Type,Freshwater Plastic,NA,7.31,218.76,128,146.34,-0.147403,NA
SRR14116311,LWJ+21,NA,River & Seawater,MFW9,Type,Freshwater Plastic,NA,7.44,215.63,129,155.03,-0.146168,NA
SRR14116300,LWJ+21,NA,River & Seawater,MSW1,Type,Seawater Plastic,NA,8.21,281.26,236,307.58,-0.143089,NA
SRR14116290,LWJ+21,NA,River & Seawater,MSW10,Type,Seawater Plastic,NA,7.87,140.63,193,244.47,-0.144396,NA
SRR14116289,LWJ+21,NA,River & Seawater,MSW11,Type,Seawater Plastic,NA,7.96,206.26,202,258.79,-0.147535,NA
SRR14116288,LWJ+21,NA,River & Seawater,MSW12,Type,Seawater Plastic,NA,8.07,278.14,229,292.3,-0.150304,NA
SRR14116287,LWJ+21,NA,River & Seawater,MSW13,Type,Seawater Plastic,NA,7.46,234.38,173,200.21,-0.142189,NA
SRR14116299,LWJ+21,NA,River & Seawater,MSW2,Type,Seawater Plastic,NA,7.89,184.38,118,170.65,-0.145479,NA
SRR14116298,LWJ+21,NA,River & Seawater,MSW3,Type,Seawater Plastic,NA,7.86,175.01,186,236.87,-0.155964,NA
SRR14116297,LWJ+21,NA,River & Seawater,MSW4,Type,Seawater Plastic,NA,7.93,190.63,109,164.02,-0.148672,NA
SRR14116295,LWJ+21,NA,River & Seawater,MSW5,Type,Seawater Plastic,NA,7.89,190.63,106,158.65,-0.141033,NA
SRR14116294,LWJ+21,NA,River & Seawater,MSW6,Type,Seawater Plastic,NA,7.92,196.88,110,164.42,-0.143036,NA
SRR14116293,LWJ+21,NA,River & Seawater,MSW7,Type,Seawater Plastic,NA,7.74,203.13,207,250.78,-0.149543,NA
SRR14116292,LWJ+21,NA,River & Seawater,MSW8,Type,Seawater Plastic,NA,7.72,178.13,199,241.59,-0.146018,NA
SRR14116291,LWJ+21,NA,River & Seawater,MSW9,Type,Seawater Plastic,NA,7.81,143.76,201,248.92,-0.138847,NA
SRR14692702,GZL21,NA,River & Seawater,w1mFXZ,Type,Surface water,18.464,7.96,268.45,277.3,332.84,-0.161333,NA
SRR14692720,GZL21,NA,River & Seawater,w1mGLZ,Type,Surface water,18.832,8.33,308.45,233.1,310.15,-0.163079,NA
SRR14692687,GZL21,NA,River & Seawater,w1mGPC,Type,Surface water,21.959,8.07,256.57,203.1,265.75,-0.15427,NA
SRR14692689,GZL21,NA,River & Seawater,w1mGYC,Type,Surface water,19.881,7.98,272.51,127.6,184.58,-0.168461,NA
SRR14692650,GZL21,NA,River & Seawater,w1mLZFC,Type,Surface water,15.938,8.36,301.89,280.4,358.41,-0.164395,NA
SRR14692686,GZL21,NA,River & Seawater,w1mMLZ,Type,Surface water,21.509,8.08,265.95,204.1,267.24,-0.158746,NA
SRR14692697,GZL21,NA,River & Seawater,w1mNTZ,Type,Surface water,19.76,7.89,255.95,271.6,323.32,-0.160819,NA
SRR14692722,GZL21,NA,River & Seawater,w1mQCX,Type,Surface water,17.055,8.28,277.2,239.2,312.9,-0.170754,NA
SRR14692696,GZL21,NA,River & Seawater,w1mQXZ,Type,Surface water,20.828,7.99,261.57,218.3,276.04,-0.162242,NA
SRR14692694,GZL21,NA,River & Seawater,w1mQYZ,Type,Surface water,15.278,8.25,312.2,272.8,344.33,-0.164839,NA
SRR14692632,GZL21,NA,River & Seawater,w1mWSX,Type,Surface water,17.202,8.15,275.01,261.8,328.05,-0.169765,NA
SRR14692701,GZL21,NA,River & Seawater,w1mWYZ,Type,Surface water,19.072,7.97,270.01,207.5,263.74,-0.142101,NA
SRR14692684,GZL21,NA,River & Seawater,w1mXKZ,Type,Surface water,21.323,7.99,257.51,229.2,287.04,-0.160947,NA
SRR14692685,GZL21,NA,River & Seawater,w1mXSC,Type,Surface water,21.439,7.9,256.26,246.7,299.3,-0.157806,NA
SRR14692703,GZL21,NA,River & Seawater,w1mYSX,Type,Surface water,18.619,8.13,295.32,255.5,320.92,-0.152176,NA
SRR14692704,GZL21,NA,River & Seawater,w1mYYS,Type,Surface water,18.073,8.13,269.7,238.2,303.49,-0.164416,NA
SRR14692709,GZL21,NA,River & Seawater,w1mYYX,Type,Surface water,18.232,8.23,261.26,250.4,321.51,-0.159419,NA
SRR14692634,GZL21,NA,River & Seawater,w1mZG,Type,Surface water,14.619,8.18,290.95,274.1,341.47,-0.159726,NA
SRR14692719,GZL21,NA,River & Seawater,w1tCTH,Type,Surface water,17.634,8.29,281.89,223.8,298.23,-0.170156,NA
SRR14692631,GZL21,NA,River & Seawater,w1tDNH,Type,Surface water,18.021,8.43,313.45,261.3,343.91,-0.167706,NA
SRR14692682,GZL21,NA,River & Seawater,w1tJLJ,Type,Surface water,21.982,7.75,251.26,264.6,308.52,-0.172026,NA
SRR14692705,GZL21,NA,River & Seawater,w1tJWX,Type,Surface water,16.321,8.57,326.89,308.2,398.37,-0.16013,NA
SRR14692700,GZL21,NA,River & Seawater,w1tLH,Type,Surface water,19.599,8.01,267.82,275.4,334.07,-0.151246,NA
